norwegian,english
berkeley,berkeley
menneskelighet,humanity
iv,iv
sulu,sulu
blåbær,blueberry
ufølsom,insensitive
rekken,the row
grøfta,the ditch
rockestjerne,rock star
lengden,the length
forberedelser,preparations
tåka,the fog
snus,snuff
gallo,gallo
fatet,the dish
abbott,abbot
kidd,kid
forgifter,poisons
allmennheten,the general public
tregt,slow
jackpot,jackpot
søler,spills
dialog,dialogue
sarkasme,sarcasm
begrenser,restricts
ankomme,arrive
villaen,the villa
rennesteinen,the gutter
opium,opium
mesa,mesa
razzia,raid
problematisk,problematic
tritt,step
drago,dragon
quarterback,quarterback
prøveløslatelse,parole
gps-en,the gps
krigføring,warfare
misunnelse,envy
pensjonerte,retired
dyrehage,zoo
munter,cheerful
ekskjæresten,the ex-boyfriend
magefølelse,gut feeling
omtale,mention
birdie,birdie
gitteret,the grid
pillen,the pill
sucre,sucre
tilhenger,trailer
beskyldt,accused
fyrstikk,match
utbrent,burnt out
hur,how
islam,Islam
klassifisert,classified
sekkene,the bags
vivien,Vivian
wyoming,Wyoming
hingst,stallion
stern,stern
følelsesmessige,emotional
motvillig,reluctantly
labyrint,labyrinth
jordas,ground
kunngjør,announces
snyder,cheating
innlede,initiate
lowe,lowe
jedi,jedi
døpe,baptize
crockett,croquet
forsamling,assembly
arroganse,arrogance
kermit,kermit
knepet,pinched
prikker,dots
rival,rival
minimum,minimum
visesheriff,deputy sheriff
attentatet,the assassination
erling,erling
dembe,dembe
dragon,dragon
kjekkas,handsome
konklusjonen,the conclusion
overskuddet,the surplus
gifteringen,the wedding ring
melvin,melvin
dybde,depth
støtende,offensive
lsland,Iceland
besvime,faint
værre,worse
ocean,ocean
skur,shed
hugg,chop
tidslinjen,the timeline
rengjør,clean
derrick,derrick
disposisjon,disposition
tannen,the tooth
beregninger,calculations
avsløres,is disclosed
hormoner,hormones
mast,mast
lemmer,limbs
magnetiske,magnetic
legens,the doctor's
gjennomfører,implements
lappe,patch
respekter,respect
introduserte,introduced
quill,quill
småjenter,little girls
koreansk,Korean
ordning,arrangement
skyler,rinses
skapes,is created
nikolai,Nikolai
mira,Mira
terminalen,the terminal
våker,awake
rhodes,rhodes
sprengstoffet,the explosive
krypton,krypton
frimerker,stamps
forhastede,rushed
spinner,spinning
fyrens,guy's
streik,strike
slank,slim
etterforskeren,the investigator
springe,jump
vanker,habits
oppmuntrende,encouraging
vitende,knowingly
kritiske,critical
terje,terry
smultring,doughnut
lutter,just
kjøpere,buyers
markerer,marks
førstefødte,first born
gras,grass
dansegulvet,the dance floor
omaha,Omaha
yvette,Yvette
tuter,honks
sprekke,crack
skannet,scanned
ramón,Ramón
nyfødt,newborn
mather,Mather
venninnene,the girlfriends
uhyrer,monsters
posene,the bags
arten,the species
jfk,cf
iverksett,implemented
karaoke,karaoke
høna,the hen
unnvikende,evasive
roar,row
taktiske,tactical
megga,megga
anerkjenner,acknowledges
minneapolis,minneapolis
melinda,melinda
detonere,detonate
svømmetur,swimming trip
dess,its
overveier,considering
diktator,dictator
maxwell,maxwell
republikaner,Republicans
hå,huh
symbolene,the symbols
k,k
teip,tape
arkivene,the archives
albuquerque,albuquerque
tidsalder,age
molesley,molesley
heldigste,luckiest
begrepet,the term
adlyd,obey
underbuksene,the underpants
forurenset,polluted
davies,Davies
unnsetning,relief
atte,eight
forsinke,delay
johansson,Johansson
laguerta,laguerta
tucson,tucson
brikkene,the pieces
ramsay,ramsay
pumpet,pumped
potten,the pot
banden,the gang
scenario,scenario
kalv,calf
dusøren,the bounty
anakin,anakin
tessa,Tessa
rareste,weirdest
bortgang,demise
natasha,Natasha
frosker,frogs
gjerningsmann,perpetrator
avtalene,the agreements
eg,e.g
lassie,lassie
sag,saw
banditt,bandit
vevet,the tissue
kumar,kumar
seiret,the victory
unionen,the union
sinnsyk,insane
goodwin,goodwin
foreldreretten,parental rights
gamlebyen,the old town
troels,really
driten,the shit
lekeplassen,the playground
vitenskapsmenn,scientists
radioaktiv,radioactive
puberteten,puberty
espheniene,the Espheni
favn,embrace
smertefritt,painless
faktiske,actual
kelneren,the waiter
metatron,metatron
valentinsdag,Valentine's Day
slutninger,conclusions
gjenforening,reunion
disney,disney
forsegle,seal
defekt,defective
snubler,stumbling
minimal,minimal
styrmann,mate
s.t.a.r.,s.t.a.r.
stedfortreder,deputy
starbucks,starbucks
merle,merle
seglet,the seal
tel,tel
buen,the bow
plagsom,bothersome
foregå,take place
terroristen,the terrorist
skålen,the bowl
invaderte,invaded
rennende,flowing
jetfly,jet
høyttaleren,the speaker
dolk,dagger
nederste,bottom
skjulestedet,the hiding place
mattie,Mattie
frigi,release
abdul,Abdul
barber,barber
svoger,brother-in-law
rusen,the intoxication
nordsiden,the north side
rynker,wrinkles
kraftigere,more powerful
knekte,jack
testiklene,the testicles
hjemsøke,haunt
averys,averys
statlige,governmental
rytteren,the rider
svindlet,scammed
shepherd,shepherd
bestyreren,the manager
bandasjer,bandages
tippe,guess
kriminalpolitiet,the criminal police
myra,the marsh
trampet,trampled
utelukkende,exclusively
seriemordere,serial killers
krets,circuit
eliminert,eliminated
eksemplarer,specimens
luring,trickery
tomannshånd,two-man hand
branner,fires
religionen,the religion
jemen,Yemen
lovforslag,bill
massiv,massive
hårene,the hairs
såkalt,so called
fremre,forward
carmine,carmine
madrass,mattress
bås,booth
marys,mary's
ledes,is led
skotsk,Scottish
oppsatt,set up
pressemelding,press release
reuben,the reuben
kasta,throw
lass,load
aa,ah
iiten,the iiten
røyket,smoked
numre,numbers
chino,chino
grøten,the porridge
kjærlige,loving
forhører,interrogates
mafia,mafia
señorita,señorita
herpes,herpes
medsammensvorne,co-conspirators
audiens,audience
turbulens,turbulence
trofeet,the trophy
godbit,treat
thunder,thunder
stillingene,the positions
patruljer,patrols
rastløs,restless
mini,mini
statistikk,statistics
utveksling,exchange
opphører,ceases
risikert,risky
osborne,osborne
jobbintervju,job interview
rekruttert,recruited
raring,freak
givende,rewarding
feires,is celebrated
sterkest,strongest
stipendet,the scholarship
bestukket,bribed
demper,dampens
utilgjengelig,inaccessible
comanche,comanche
hollis,Hollis
inez,Inez
individ,individual
halsbånd,necklace
dødsdømt,sentenced to death
hovedsaken,the main thing
åpenbar,obvious
potensielt,potentially
signora,signora
toalettene,the toilets
obligatorisk,mandatory
kjøttpudding,meat pudding
lambda,lambda
generaler,generals
björn,bear
uttalelsen,the statement
mikhail,Mikhail
showtime,show time
klampen,the clamp
entreprenør,contractor
pågriper,apprehends
slåssing,fighting
varulver,werewolves
eriksson,Eriksson
skjøre,fragile
cardinal,cardinal
linen,the linen
sirener,sirens
sibir,Siberia
ryggsekk,backpack
dobler,doubles
plattform,platform
march,March
snev,touch
rekrutter,recruit
keats,keats
siutt,suddenly
halvår,six months
rt,rt
su,su
heldiggris,lucky pig
skogene,the forests
commander,commander
håndskriften,the handwriting
herald,herald
cannabis,cannabis
sklir,slips
kjell,cellar
anarki,anarchy
fornye,renew
tenkes,is thought
beundring,admiration
hermine,Hermione
senatorer,senators
høyttaler,speaker
peng,money
hoven,swollen
claes,Claes
funksjoner,functions
slående,striking
grønland,Greenland
lugaren,the cabin
hologram,hologram
døyt,died
marlowe,marlowe
fitter,cunt
speideren,the scout
etterfulgt,followed
senna,senna
frigitt,released
rikke,Rich
kalkunen,the turkey
overvåkes,monitored
kuwait,Kuwait
feiringen,the celebration
markere,highlight
kjøle,cool
uskadet,undamaged
konvoi,convoy
fornekte,deny
rømlinger,runaways
gralen,the grail
langeren,the longer one
sørvest,southwest
henrivende,ravishing
tivoli,fairground
deltatt,attended
horatio,Horatio
vinnerne,the winners
ludvig,Ludwig
strippere,strippers
wilhelm,Wilhelm
enslige,single
oversvømt,flooded
lærdom,learning
politiskolen,the police academy
argument,argument
edison,edison
snillere,kinder
radley,radley
girls,girls
prioriterer,prioritises
tahiti,tahiti
fillern,the filler
gareth,gareth
logikken,the logic
innbruddstyv,burglar
toro,toro
sørøst,southeast
kometen,the comet
knute,knot
della,share
sanser,senses
tosker,fool
roscoe,roscoe
diett,diet
bæsjet,the poop
informerte,informed
etisk,ethical
ankomsten,the arrival
konstruert,constructed
ramos,ramos
fremstå,appear
konfronterte,confronted
årer,veins
avlytte,eavesdrop
dump,dump
våpnet,the weapon
jimi,jimmy
ustabilt,unstable
hoover,hoover
fedreland,fatherland
immune,immune
instruksjonene,the instructions
tavla,blackboard
buskap,livestock
zeuthen,the zeut
imponerte,impressed
tampa,tampa
mildere,milder
ca.,approx.
guatemala,Guatemala
hjertesorg,heartbreak
plasma,plasma
aubrey,Aubrey
undersåtter,subjects
muldvarpen,the mole
langere,longer
undertrykke,suppress
skum,foam
låses,is locked
innsyn,insight
statsministerens,the prime minister's
dede,dede
lowell,lowell
overgivelse,surrender
forsett,intend
festival,festival
vaskes,be washed
main,main
lagrer,stores
lowry,lowry
bankkonto,bank account
suser,rushes
fillebiter,bits of rag
sikreste,safest
oppvisning,display
iii,iii
vinke,wave
stake,stake
plassering,location
horton,horton
cardassia,cardassia
sekker,bags
hektar,hectares
rouge,rouge
bærbare,portable
døper,baptizing
fabian,Fabian
uærlig,dishonest
mace,mace
uttalelser,statements
generasjonen,the generation
nakke,neck
dumhet,stupidity
potensialet,the potential
addison,addison
klag,complaint
avgjøres,be decided
skrotet,scrapped
comeback,comeback
seven,seven
utlevere,hand over
jean-luc,jean-luc
fløyte,flute
highway,highway
prosit,congratulations
boyle,boyle
reginald,Reginald
tenna,turn on
smiger,flattering
eventuelt,possibly
mill.,million
ropt,shouted
rasisme,racism
usett,unseen
ignorert,ignored
rover,robber
paprika,paprika
tjenestemann,official
morning,morning
kartene,the maps
luftangrep,air attack
sí,say
svinner,waning
programvaren,the software
fay,fay
bosse,boss
brå,abrupt
væsken,the liquid
ananas,pineapple
kjøkkensjef,head chef
maskene,the masks
pelle,pile
simons,simons
hoften,the hip
chanel,chanel
tannfeen,the tooth fairy
geiter,goats
bånnski,railway skiing
salte,salty
hodeskallen,the skull
tradisjonelt,traditionally
steker,steaks
mass,mass
opprørte,upset
fjernsyn,television
tilbe,worship
gibbons,gibbons
spredde,scattered
saloonen,the saloon
dempet,muted
rullestolen,the wheelchair
øvrig,miscellaneous
kappa,coat
artiklene,the articles
knokler,bones
slaveriet,slavery
army,army
plystre,whistle
middelaldrende,middle aged
bryant,bryant
tykkere,thicker
undercover,undercover
bistand,aid
raoul,raoul
six,six
stokes,stoked
vesentlig,significantly
figuren,the figure
oppheve,repeal
haqqani,haqqani
faks,fax
tannbørsten,the toothbrush
invaderer,invades
informer,inform
basta,that's enough
carroll,carroll
katy,Katy
unskyld,sorry
julio,July
julenisse,santa claus
gartner,gardener
kokainen,the cocaine
europas,Europe's
publisert,published
teri,teri
konklusjoner,conclusions
standpunkt,position
fyrverkeriet,the fireworks
janey,Janey
setninger,sentences
skue,spectacle
grunne,shallow
stø,st
forhørte,interrogated
dokumentasjon,documentation
navarro,navarro
anmeldelsen,the review
bikini,bikini
stavet,spelled
spilleren,the player
leopold,Leopold
joggesko,sneakers
snørrunge,lace rune
snoker,snoop
kandidaten,the candidate
uselvisk,selfless
sinatra,sinatra
boksene,the boxes
maraton,marathon
utveien,the way out
boligen,the home
spartacus,spartacus
mikkel,Michael
gerda,Gerda
rettens,of the court
beirut,Beirut
besøksforbud,restraining order
kansleren,the chancellor
gårsdagen,yesterday
marinesoldater,Marines
uklokt,unwise
våset,howled
avtrykkene,the prints
skjemmes,be ashamed
tvilsom,questionable
uimotståelig,irresistible
newport,newport
tilsvarende,equivalent
drittunger,bastards
gjentok,repeated
va,huh
maste,mast
opplysningen,the information
ukens,of the week
tyr,bull
stefar,stepfather
overflod,abundance
indisier,indications
kretsen,the circuit
trine,trine
är,year
really,really
babyene,the babies
bæsje,poop
kloss,block
ydmykelse,humiliation
anerkjent,recognized
ally,ally
whitehall,whitehall
datoer,dates
skjøtet,the deed
uskikkelig,inappropriate
intim,intimate
lucinda,Lucinda
smal,narrow
vellykkede,successful
birmingham,birmingham
vakthavende,on duty
sambandet,the connection
parsons,parsons
rooster,rooster
manitowoc,manitowoc
debs,debs
benektet,denied
organ,organ
rygger,backs
visittkort,business card
stive,stiff
etikk,ethics
bursdagsfest,birthday party
sprøyta,spray
tysteren,the silencer
donasjon,donation
gullgruve,gold mine
johann,John
klissete,sticky
jameson,Jameson
hoff,court
sørsiden,the south side
matche,match
avdekke,uncover
hebraisk,Hebrew
tu,tu
massere,massage
presidenter,presidents
piggtråd,barbed wire
omgå,circumvent
laptopen,the laptop
snakkingen,the talking
jøssenavn,nice name
foik,foik
dot,dot
unnvære,do without
stemor,stepmother
vognkort,carriage card
syntetisk,synthetic
fasaden,the facade
høster,harvesting
tyveriet,the theft
omdømme,reputation
dummer,stupid
gjenvinne,regain
undervisningen,the teaching
barker,barks
bekvemt,convenient
warszawa,Warsaw
smadret,smashed
romaner,novels
toner,tones
folkemengden,the crowd
egyptisk,Egyptian
batista,Batista
bleke,pale
koplet,connected
coco,coco
reglementet,the regulations
ydmykt,humbly
helikoptret,the helicopter
stjerneskip,starship
datamaskinene,the computers
yte,perform
kalender,calendar
internt,internally
blogg,blog
leget,the doctor
styrket,strengthened
sammenligner,compares
abbey,abbey
damn,damn
vader,waders
fez,fez
mutanter,mutants
rica,rica
prise,price
brukbart,usable
oppsøker,seeks out
peach,peach
joon,June
innerste,innermost
foredrag,lecture
overvåkningen,the monitoring
loomis,loomis
sinnsykt,insane
tolkning,interpretation
snilleste,kindest
peeta,peeta
melke,milk
sendebud,messenger
dicky,dicky
milligram,milligrams
kategori,category
odessa,Odessa
herjer,ravages
halt,limp
bowie,bowie
engasjerte,committed
berte,berte
søs,sister
jippi,yippee
leveransen,the delivery
streiken,the strike
svingende,swinging
r2,r2
administrerende,managing director
aiene,the aies
ambisjon,ambition
veilede,guide
steves,Steve's
gren,branch
husverten,the host
magre,lean
clarissa,clarissa
rettssal,courtroom
befridde,liberated
floke,tangle
tilsvarer,corresponds to
lodbrok,plumb line
kaia,the quay
hindring,obstacle
dev,dev
svekling,weakening
begrep,concept
helheten,the whole
djengis,Genghis
endringen,the change
bomba,bomb
rue,rue
kirurgisk,surgical
offentliggjort,published
krydret,spicy
månedens,of the month
borgermesterens,the mayor's
sporløst,without a trace
borgerne,the citizens
svarting,Blackness
anstrenge,exert
løgnaktige,lying
begir,commits
organisasjoner,organizations
kostbar,costly
portforbud,curfew
hallie,hallie
lourdes,lourdes
kato,cato
avlive,euthanize
ingeniører,engineers
ykt,yukt
homoseksuell,homosexual
